,_id,count,count_with_activity,ratio
1371,Sukiyaki And Shabu Shabu Restaurant,9,7.0,77.78
1372,Confectionery,9,3.0,33.33
1373,Dance Club,9,3.0,33.33
1374,Telecommunications Contractor,9,,
1375,Brasserie,9,4.0,44.44
1376,Fruit And Vegetable Shop,9,2.0,22.22
1377,Playground,9,4.0,44.44
1378,Underwear Store,9,,
1379,Shed Builder,9,,
1380,Nightlife,9,2.0,22.22
1381,Bmw Motorcycle Dealer,9,7.0,77.78
1382,Raw Food Restaurant,9,5.0,55.56
1383,Insulation Materials Store,9,,
1384,Fertility Physician,9,,
1385,Austrian Restaurant,8,6.0,75.0
1386,Dodge Dealer,8,8.0,100.0
1387,Homeopathic Pharmacy,8,1.0,12.5
1388,Art School,8,,
1389,Piano Moving Service,8,,
1390,Gun Club,8,7.0,87.5
1391,Child Psychologist,8,,
1392,Ski Resort,8,2.0,25.0
1393,Health Center,8,1.0,12.5
1394,Lawyer,8,,
1395,Industrial Gas Supplier,8,5.0,62.5
1396,Dress And Tuxedo Rental Service,8,2.0,25.0
1397,Liquidator,8,1.0,12.5
1398,Refrigerated Transport Service,8,2.0,25.0
1399,Education Center,8,,
1400,Oral Maxillofacial Surgeon,8,4.0,50.0
1401,Propane Supplier,8,1.0,12.5
1402,Indian Takeaway,8,2.0,25.0
1403,Discount Supermarket,8,4.0,50.0
1404,Direct Mail Advertising,8,,
1405,Concert Hall,8,1.0,12.5
1406,Alternator Supplier,8,6.0,75.0
1407,Glassware Store,8,,
1408,Yakitori Restaurant,8,5.0,62.5
1409,Martial Arts,8,1.0,12.5
1410,Entertainer,8,3.0,37.5
1411,Outerwear Store,8,,
1412,Tuscan Restaurant,8,6.0,75.0
1413,Modern British Restaurant,8,5.0,62.5
1414,Fitness Equipment Wholesaler,8,2.0,25.0
1415,Car Racing Track,8,2.0,25.0
1416,Apartment Complex,8,,
1417,Diesel Engine Dealer,8,3.0,37.5
1418,Arts Organization,8,,
1419,Youth Center,8,,
1420,Baseball Goods Store,8,3.0,37.5
1421,Registered General Nurse,8,,
1422,Boat Tour Agency,8,4.0,50.0
1423,Serbian Restaurant,8,4.0,50.0
1424,Paper Store,8,1.0,12.5
1425,Blood Testing Service,8,2.0,25.0
1426,Audio Visual Consultant,8,1.0,12.5
1427,Ram Dealer,8,7.0,87.5
1428,Ethnic Restaurant,8,3.0,37.5
1429,Diamond Dealer,8,2.0,25.0
1430,Hot Tub Repair Service,8,1.0,12.5
1431,Asian Household Goods Store,8,1.0,12.5
1432,Well Drilling Contractor,7,,
1433,Indoor Swimming Pool,7,2.0,28.57
1434,Condominium Complex,7,,
1435,Clinic,7,3.0,42.86
1436,Clothing Supplier,7,1.0,14.29
1437,Hydraulic Repair Service,7,,
1438,Beauty School,7,2.0,28.57
1439,Bank,7,3.0,42.86
1440,Funeral Home,7,,
1441,Fuel Supplier,7,4.0,57.14
1442,Religious Organization,7,,
1443,Medical Transcription Service,7,,
1444,Elementary School,7,,
1445,Adventure Sports,7,4.0,57.14
1446,Retreat Center,7,,
1447,Popcorn Shop,7,2.0,28.57
1448,Weightlifting Area,7,3.0,42.86
1449,Wheelchair Rental Service,7,1.0,14.29
1450,Mulch Supplier,7,,
1451,Kung Fu School,7,3.0,42.86
1452,Wholesale Plant Nursery,7,3.0,42.86
1453,Festival,7,1.0,14.29
1454,Aerobics Instructor,7,,
1455,Chocolate Artisan,7,1.0,14.29
1456,Leather Repair Service,7,4.0,57.14
1457,Chinese Medicine Store,7,1.0,14.29
1458,Boat Cover Supplier,7,3.0,42.86
1459,Mechanical Contractor,7,,
1460,Taxidermist,7,3.0,42.86
1461,Handicapped Transportation Service,7,,
1462,Events Venue,7,2.0,28.57
1463,Polynesian Restaurant,7,5.0,71.43
1464,Public Library,7,2.0,28.57
1465,Child Care Agency,7,,
1466,Clothing Wholesaler,7,2.0,28.57
1467,Floridian Restaurant,7,6.0,85.71
1468,Garbage Dump Service,7,,
1469,Air Conditioning Store,7,3.0,42.86
1470,Senior Citizen Center,7,4.0,57.14
1471,Outboard Motor Store,7,1.0,14.29
1472,Youth Clothing Store,7,,
1473,Stone Supplier,7,2.0,28.57
1474,Laundry Service,7,5.0,71.43
1475,Ballet School,7,1.0,14.29
1476,Paintings Store,7,,
1477,Soccer Club,7,,
1478,Heating Equipment Supplier,7,,
1479,Middle School,7,,
1480,Kawasaki Motorcycle Dealer,7,5.0,71.43
1481,Waterbed Store,7,,
1482,Hvac Contractor,7,,
1483,Kyoto Style Japanese Restaurant,7,3.0,42.86
1484,Psychosomatic Medical Practitioner,7,,
1485,Genesis Dealer,7,,
1486,Title Company,7,,
1487,Laser Cutting Service,7,,
1488,Business Development Service,7,2.0,28.57
1489,Used Cd Store,7,,
1490,Used Store Fixture Supplier,7,,
1491,Romanian Restaurant,7,5.0,71.43
1492,Garden,7,3.0,42.86
1493,Research Foundation,7,,
1494,Diamond Buyer,7,2.0,28.57
1495,Powder Coating Service,7,1.0,14.29
1496,Nurse Practitioner,7,,
1497,Yacht Broker,7,1.0,14.29
1498,Chinese Medicine Clinic,7,,
1499,Military Hospital,7,,
1500,Food Producer,7,,
1501,Jewelry Appraiser,7,1.0,14.29
1502,Painting,7,1.0,14.29
1503,Christmas Tree Farm,7,,
1504,Scandinavian Restaurant,6,3.0,50.0
1505,Event Ticket Seller,6,,
1506,Wool Store,6,,
1507,Piano Repair Service,6,,
1508,Store Equipment Supplier,6,4.0,66.67
1509,Athletic Field,6,2.0,33.33
1510,Video Production Service,6,,
1511,Meditation Center,6,2.0,33.33
1512,Gas Company,6,,
1513,Snowmobile Dealer,6,6.0,100.0
1514,Surf School,6,,
1515,Electrical Repair Shop,6,2.0,33.33
1516,Landscape Designer,6,,
1517,Video Game Rental Store,6,2.0,33.33
1518,Pet Trainer,6,2.0,33.33
1519,Rv Park,6,,
1520,Cleaning Service,6,1.0,16.67
1521,Architect,6,,
1522,Off-licence,6,5.0,83.33
1523,Aerospace Company,6,,
1524,Singaporean Restaurant,6,3.0,50.0
1525,Culinary School,6,,
1526,Metal Polishing Service,6,,
1527,Italian Food Shop,6,4.0,66.67
1528,Ice Supplier,6,,
1529,Dog Park,6,1.0,16.67
1530,Automobile Storage Facility,6,,
1531,Physical Examination Center,6,3.0,50.0
1532,Construction Equipment Supplier,6,,
1533,New Zealand Restaurant,6,4.0,66.67
1534,Herbalist,6,1.0,16.67
1535,Liquor Shop,6,4.0,66.67
1536,Statuary,6,1.0,16.67
1537,Beauty,6,1.0,16.67
1538,Entertainment,6,1.0,16.67
1539,Meal Delivery,6,3.0,50.0
1540,Food Bank,6,,
1541,College,6,,
1542,Ammunition Supplier,6,1.0,16.67
1543,Educational Institution,6,,
1544,Bar Pmu,6,1.0,16.67
1545,Garbage Collection Service,6,,
1546,Motor Scooter Repair Shop,6,2.0,33.33
1547,Prosthetics,6,1.0,16.67
1548,Custom Tailor,6,1.0,16.67
1549,Couture Store,6,,
1550,Paper Distributor,6,3.0,50.0
1551,Aquatic Centre,6,5.0,83.33
1552,Bar Restaurant Furniture Store,6,2.0,33.33
1553,African Goods Shop,6,6.0,100.0
1554,Sharpening Service,6,,
1555,Crane Dealer,6,,
1556,Painter,6,,
1557,Maternity Hospital,6,,
1558,Pallet Supplier,6,2.0,33.33
1559,Piano Instructor,6,,
1560,Steel Fabricator,6,,
1561,Golf Facility,6,6.0,100.0
1562,Native American Restaurant,6,1.0,16.67
1563,Musical Instrument Rental Service,6,2.0,33.33
1564,Flower Market,6,2.0,33.33
1565,Scooter Rental Service,6,4.0,66.67
1566,Art Museum,6,2.0,33.33
1567,Beauty Products Wholesaler,6,1.0,16.67
1568,Fur Service,5,,
1569,Haute Couture Fashion House,5,,
1570,Railroad Company,5,,
1571,Shop Supermarket Furniture Store,5,,
1572,Steamed Bun Shop,5,3.0,60.0
1573,Plating Service,5,,
1574,Financial Consultant,5,,
1575,Battery Wholesaler,5,2.0,40.0
1576,Historical Place,5,1.0,20.0
1577,Machining Manufacturer,5,,
1578,Christian Church,5,,
1579,Physician Referral Service,5,,
1580,Frozen Food Store,5,,
1581,Aerial Sports Center,5,1.0,20.0
1582,Carpet Cleaning Service,5,,
1583,Box Lunch Supplier,5,,
1584,Dog Trainer,5,2.0,40.0
1585,Dairy Farm,5,,
1586,Bowling Club,5,4.0,80.0
1587,Brewing Supply Shop,5,4.0,80.0
1588,Oaxacan Restaurant,5,3.0,60.0
1589,Parking Lot,5,,
1590,Surgical Products Wholesaler,5,,
1591,Community College,5,,
1592,Linoleum Store,5,,
1593,Ready Mix Concrete Supplier,5,,
1594,Government Office,5,,
1595,Coffee Machine Supplier,5,1.0,20.0
1596,Furniture Accessories Supplier,5,1.0,20.0
1597,Contemporary Louisiana Restaurant,5,3.0,60.0
1598,Pennsylvania Dutch Restaurant,5,5.0,100.0
1599,Bus Company,5,,
1600,Dog Breeder,5,,
1601,Wholesale Food Store,5,2.0,40.0
1602,Hydraulic Equipment Supplier,5,3.0,60.0
1603,Swimming Pool Repair Service,5,,
1604,United Methodist Church,5,,
1605,Food Shop,5,1.0,20.0
1606,Environmental Consultant,5,,
1607,Japanese Sweets Restaurant,5,4.0,80.0
1608,Tour Operator,5,,
1609,Stand Bar,5,,
1610,Business Park,5,,
1611,Trade School,5,,
1612,Excavating Contractor,5,,
1613,Western Restaurant,5,2.0,40.0
1614,Sheet Metal Contractor,5,,
1615,Boat Rental Service,5,1.0,20.0
1616,Feed Manufacturer,5,,
1617,Process Server,5,,
1618,Diaper Service,5,,
1619,Indoor Golf Course,5,3.0,60.0
1620,Wedding Photographer,5,,
1621,Vaporiser Shop,5,3.0,60.0
1622,Meat Dish Restaurant,5,4.0,80.0
1623,Sports Massage Therapist,5,,
1624,Girl Bar,5,,
1625,Baptist Church,5,1.0,20.0
1626,Hair Removal Service,5,,
1627,Diesel Fuel Supplier,5,1.0,20.0
1628,Tobacco Supplier,5,3.0,60.0
1629,Training School,5,,
1630,Pet Sitter,5,,
1631,Interior Plant Service,5,1.0,20.0
1632,Aquarium,5,3.0,60.0
1633,Driving School,5,,
1634,Chimney Sweep,5,1.0,20.0
1635,Softball Field,5,1.0,20.0
1636,Bingo Hall,5,3.0,60.0
1637,Childrens Club,5,,
1638,Tennis Instructor,5,2.0,40.0
1639,Poultry Store,5,1.0,20.0
1640,Glass Merchant,5,3.0,60.0
1641,Electronics Wholesaler,5,,
1642,Hairdresser,5,2.0,40.0
1643,Stadium,5,1.0,20.0
1644,Transportation,5,,
1645,Tool Manufacturer,5,,
1646,Car Rental Agency,5,1.0,20.0
1647,Pizza Takeaway,5,2.0,40.0
1648,Osteopath,5,,
1649,Coaching Center,5,,
1650,Trailer Rental Service,5,2.0,40.0
1651,Heating Contractor,5,,
1652,Emergency Veterinarian Service,5,,
1653,Retail Space Rental Agency,5,1.0,20.0
1654,Psychoneurological Specialized Clinic,5,,
1655,Tourist Information Center,5,2.0,40.0
1656,Vineyard,5,2.0,40.0
1657,Pool Billard Club,5,1.0,20.0
1658,T-shirt Company,5,,
1659,Botanical Garden,5,5.0,100.0
1660,Door Warehouse,5,,
1661,Concrete Contractor,5,,
1662,Vacuum Cleaning System Supplier,4,,
1663,House Cleaning Service,4,,
1664,Credit Union,4,2.0,50.0
1665,Alfa Romeo Dealer,4,,
1666,Hypnotherapy Service,4,,
1667,Hand Surgeon,4,1.0,25.0
1668,Marble Contractor,4,,
1669,Janitorial Service,4,,
1670,Sauna Store,4,,
1671,Janitorial Equipment Supplier,4,,
1672,Company,4,,
1673,Vehicle Repair Shop,4,3.0,75.0
1674,Transportation Infrastructure,4,,
1675,Figurine Shop,4,,
1676,Kilt Shop And Hire,4,,
1677,Book Publisher,4,,
1678,Raft Trip Outfitter,4,2.0,50.0
1679,Fish And Chips Takeaway,4,2.0,50.0
1680,Animals,4,1.0,25.0
1681,Aromatherapy Service,4,,
1682,Bus Stop,4,,
1683,Occupational Safety And Health,4,4.0,100.0
1684,Boat Storage Facility,4,,
1685,Hospital Equipment And Supplies,4,,
1686,Tai Chi School,4,,
1687,Tax Preparation Service,4,1.0,25.0
1688,Proctologist,4,,
1689,Cooking Class,4,1.0,25.0
1690,Wheelchair Repair Service,4,,
1691,Dump Truck Dealer,4,,
1692,Historical Society,4,1.0,25.0
1693,Holding Company,4,,
1694,Meat Packer,4,2.0,50.0
1695,Pottery Classes,4,1.0,25.0
1696,Indoor Lodging,4,,
1697,Canadian Restaurant,4,3.0,75.0
1698,Hay Supplier,4,,
1699,Mechanical Engineer,4,,
1700,Light Bulb Supplier,4,1.0,25.0
1701,Theater Supply Store,4,3.0,75.0
1702,Commercial Real Estate Agency,4,,
1703,Material Handling Equipment Supplier,4,,
1704,Retirement Community,4,1.0,25.0
1705,Security System Installer,4,,
1706,South East Asian Restaurant,4,1.0,25.0
1707,Sports Equipment Rental Service,4,2.0,50.0
1708,Trucking,4,,
1709,Corporate Gift Supplier,4,1.0,25.0
1710,Yacht Club,4,4.0,100.0
1711,Lamp Shade Supplier,4,,
1712,Mailbox Supplier,4,,
1713,Veterinary Care,4,1.0,25.0
1714,Waxing Hair Removal Service,4,2.0,50.0
1715,Playground Equipment Supplier,4,,
1716,Audio Visual Equipment Rental Service,4,1.0,25.0
1717,Baseball Club,4,2.0,50.0
1718,Pond Fish Supplier,4,,
1719,Lithuanian Restaurant,4,4.0,100.0
1720,Law Firm,4,1.0,25.0
1721,Scuba Tour Agency,4,,
1722,Medical Book Store,4,,
1723,Tool Rental Service,4,,
1724,Technical School,4,,
1725,Lawn Equipment Rental Service,4,2.0,50.0
1726,Boat Trailer Dealer,4,,
1727,Police Department,4,,
1728,Campground,4,,
1729,Neonatal Physician,4,,
1730,Acrylic Store,4,,
1731,Container Service,4,3.0,75.0
1732,High School,4,,
1733,Fiberglass Repair Service,4,,
1734,Baseball,4,1.0,25.0
1735,Copier Repair Service,4,,
1736,Utility Trailer Dealer,4,2.0,50.0
1737,Motorway Services,4,3.0,75.0
1738,Lodging,4,,
1739,Department Of Motor Vehicles,4,2.0,50.0
1740,Convention Center,4,1.0,25.0
1741,Real Estate Agents,4,,
1742,Photo Restoration Service,4,1.0,25.0
1743,Tofu Restaurant,4,4.0,100.0
1744,Okonomiyaki Restaurant,4,3.0,75.0
1745,Window Supplier,4,,
1746,Fishing Camp,4,4.0,100.0
1747,Assisted Living Facility,4,,
1748,Glass Industry,4,,
1749,Engineering Consultant,4,2.0,50.0
1750,Rv Storage Facility,4,,
1751,Syokudo And Teishoku Restaurant,4,2.0,50.0
1752,Fabric Wholesaler,4,,
1753,Home And Construction,4,,
1754,Blueprint Service,4,1.0,25.0
1755,Towing Equipment Provider,4,1.0,25.0
1756,Water Utility Company,4,,
1757,Swiss Restaurant,4,2.0,50.0
1758,Cinema,4,2.0,50.0
1759,Dance Restaurant,4,1.0,25.0
1760,Bikram Yoga Studio,4,3.0,75.0
1761,Fraternal Organization,4,,
1762,Private School,4,,
1763,Apartment Rental Agency,4,,
1764,Fire Station,4,,
1765,Cultural Center,4,2.0,50.0
1766,Custom Label Printer,4,2.0,50.0
1767,Haute French Restaurant,4,2.0,50.0
1768,Crane Rental Agency,4,,
1769,Tree Farm,4,1.0,25.0
1770,Bar Stool Supplier,4,,
1771,Foot Care,4,,
1772,Massage,4,,
1773,Garbage Dump,4,,
1774,Containers Supplier,4,,
1775,Guitar Instructor,4,1.0,25.0
1776,Performing Arts Group,3,,
1777,Homewares Shop,3,,
1778,Auto Tag Agency,3,,
1779,Department Of Transportation,3,,
1780,Computer Desk Store,3,,
1781,Leisure Centre,3,2.0,66.67
1782,Real Estate,3,,
1783,Sod Supplier,3,1.0,33.33
1784,Japanese Supermarket,3,3.0,100.0
1785,Danish Restaurant,3,1.0,33.33
1786,Shopping Plaza,3,3.0,100.0
1787,Firewood Supplier,3,,
1788,Hose Supplier,3,1.0,33.33
1789,Insurance Company,3,,
1790,Sports Accessories Wholesaler,3,1.0,33.33
1791,Yoga Retreat Center,3,,
1792,Silversmith,3,,
1793,Meditation Instructor,3,,
1794,Capoeira School,3,1.0,33.33
1795,Japanese Regional Restaurant,3,2.0,66.67
1796,Inn,3,,
1797,Cold Storage Facility,3,,
1798,Dry Fruit Store,3,,
1799,Printing Equipment And Supplies,3,2.0,66.67
1800,Self Service Car Wash,3,2.0,66.67
1801,Lighting Manufacturer,3,,
1802,Hub Cap Supplier,3,1.0,33.33
1803,Goldsmith,3,,
1804,Skyscraper,3,1.0,33.33
1805,Fastener Supplier,3,,
1806,Genealogist,3,,
1807,Hiking Area,3,1.0,33.33
1808,Water Works Equipment Supplier,3,,
1809,Liquor Wholesaler,3,1.0,33.33
1810,Adult Day Care Center,3,,
1811,Dog Day Care Center,3,1.0,33.33
1812,Concrete Product Supplier,3,,
1813,Organic Farm,3,,
1814,Pressure Washing Service,3,,
1815,Board Game Club,3,1.0,33.33
1816,Catholic Church,3,1.0,33.33
1817,Gift Basket Shop,3,,
1818,Novelties Wholesaler,3,3.0,100.0
1819,Wine Storage Facility,3,,
1820,Media Company,3,,
1821,Federal Government Office,3,,
1822,Aggregate Supplier,3,,
1823,Tonkatsu Restaurant,3,2.0,66.67
1824,Key Duplication Service,3,,
1825,Toiletries Store,3,,
1826,Pottery Manufacturer,3,,
1827,Dutch Restaurant,3,2.0,66.67
1828,Wine Cellar,3,1.0,33.33
1829,Bartending School,3,,
1830,Fabric Product Manufacturer,3,,
1831,Snowboard Rental Service,3,2.0,66.67
1832,Circus,3,2.0,66.67
1833,Non-profit,3,,
1834,Gps Supplier,3,1.0,33.33
1835,Chemical Manufacturer,3,,
1836,Vacation Home Rental Agency,3,,
1837,Shop,3,1.0,33.33
1838,Fingerprinting Service,3,1.0,33.33
1839,Indian Muslim Restaurant,3,3.0,100.0
1840,Animal Shelter,3,2.0,66.67
1841,Boat Builders,3,,
1842,Cash And Carry Wholesaler,3,2.0,66.67
1843,Estate Appraiser,3,,
1844,Judo School,3,,
1845,Medical Institution,3,,
1846,Van Rental Agency,3,,
1847,Masonry Contractor,3,,
1848,Air Compressor Supplier,3,,
1849,Pharmaceutical Products Wholesaler,3,1.0,33.33
1850,Screen Repair Service,3,1.0,33.33
1851,Aeromodel Shop,3,1.0,33.33
1852,Telecommunications Equipment Supplier,3,,
1853,Glass Blower,3,,
1854,Aquaculture Farm,3,,
1855,Arcade,3,3.0,100.0
1856,City Or Town Hall,3,,
1857,Portable Building Manufacturer,3,,
1858,Animal Rescue Service,3,3.0,100.0
1859,Gemologist,3,,
1860,Electrical Engineer,3,1.0,33.33
1861,Self-catering Accommodation,3,,
1862,Cape Verdean Restaurant,3,2.0,66.67
1863,Insulation Contractor,3,,
1864,Physician Assistant,3,,
1865,Lamborghini Dealer,3,2.0,66.67
1866,Awning Supplier,3,,
1867,Financial Institution,3,,
1868,Lodge,3,,
1869,Information Services,3,,
1870,Recreation,3,1.0,33.33
1871,Audio Visual Equipment Repair Service,3,3.0,100.0
1872,State Park,3,2.0,66.67
1873,Industrial Consultant,3,,
1874,Buddhist Supplies Store,3,,
1875,Theater,3,,
1876,Roman Restaurant,3,2.0,66.67
1877,Dog Cafe,3,1.0,33.33
1878,Educational Consultant,3,,
1879,Wood Supplier,3,,
1880,Barber School,3,1.0,33.33
1881,Family Planning Counselor,3,1.0,33.33
1882,Soccer Field,3,1.0,33.33
1883,Money Order Service,3,1.0,33.33
1884,Canteen,3,3.0,100.0
1885,Karate Club,3,,
1886,Non-denominational Church,3,2.0,66.67
1887,Business Administration Service,3,,
1888,Wedding Cake Shop,3,1.0,33.33
1889,Sandblasting Service,3,,
1890,Orchard,3,,
1891,Dinner Theatre,3,1.0,33.33
1892,Photography Service,3,1.0,33.33
1893,Military Recruiting Office,3,,
1894,Library,3,,
1895,Art Restoration Service,3,,
1896,Skate Sharpening Service,3,,
1897,Tofu Shop,3,1.0,33.33
1898,Turf Supplier,3,,
1899,Research And Product Development,3,,
1900,Vehicle Exporter,3,2.0,66.67
1901,Visitor Center,3,,
1902,Off-road Race Track,3,1.0,33.33
1903,Specialized Hospital,3,,
1904,Interior Decoration,3,,
1905,Ferrari Dealer,3,2.0,66.67
1906,Adventure Sports Center,3,,
1907,Saw Mill,3,,
1908,Flavours Fragrances And Aroma Supplier,3,1.0,33.33
1909,Wine Wholesaler And Importer,3,2.0,66.67
1910,Table Tennis Supply Store,3,1.0,33.33
1911,Chinese Tea House,3,1.0,33.33
1912,Foundation,3,,
1913,Carpenter,3,,
1914,Curtain Supplier And Maker,3,,
1915,Foam Rubber Supplier,3,,
1916,Alcoholism Treatment Program,3,,
1917,Seafood Donburi Restaurant,3,2.0,66.67
1918,Interior Construction Contractor,3,,
1919,Solar Energy Equipment Supplier,3,,
1920,Bicycle Club,3,,
1921,Fencing School,3,,
1922,Hypermarket,3,1.0,33.33
1923,History Museum,3,1.0,33.33
1924,Limousine Service,3,,
1925,Fire Department Equipment Supplier,3,,
1926,Speech Pathologist,3,,
1927,Appraiser,3,,
1928,Spiritist Center,3,2.0,66.67
1929,Wine Club,3,1.0,33.33
1930,Balloon Artist,3,,
1931,Metal Supplier,3,1.0,33.33
1932,Plastic Fabrication Company,3,,
1933,North Eastern Indian Restaurant,3,1.0,33.33
1934,Std Testing Service,3,,
1935,Car Leasing Service,3,,
1936,Call Shop,3,,
1937,Law Book Store,3,,
1938,Tour Agency,3,,
1939,Photography,3,,
1940,Electric Utility Company,3,,
1941,Saw Sharpening Service,3,,
1942,Spring Supplier,3,1.0,33.33
1943,Volunteer Organization,3,1.0,33.33
1944,Food And Drink,3,1.0,33.33
1945,Landscaping Supply Shop,2,1.0,50.0
1946,Industrial Supermarket,2,,
1947,Fountain Contractor,2,,
1948,Imax Theater,2,1.0,50.0
1949,Military Base,2,1.0,50.0
1950,Leather Coats Store,2,,
1951,Mutton Barbecue Restaurant,2,,
1952,Windsurfing Store,2,,
1953,Molding Supplier,2,2.0,100.0
1954,Government Hospital,2,,
1955,Petroleum Products Company,2,,
1956,Delicatessen,2,1.0,50.0
1957,Coast Guard Station,2,,
1958,Barbecue Shop,2,,
1959,Wildlife Park,2,2.0,100.0
1960,Agricultural Product Wholesaler,2,1.0,50.0
1961,Debris Removal Service,2,,
1962,Oil Refinery,2,,
1963,Establishment,2,1.0,50.0
1964,Custom Confiscated Goods Store,2,,
1965,Dairy Supplier,2,1.0,50.0
1966,Photography Studio,2,,
1967,Water Skiing Instructor,2,1.0,50.0
1968,Tribal Headquarters,2,1.0,50.0
1969,Jewelry Engraver,2,,
1970,Ceramic Manufacturer,2,,
1971,Food And Beverage Consultant,2,,
1972,Raclette Restaurant,2,1.0,50.0
1973,Homeopath,2,,
1974,Egg Supplier,2,1.0,50.0
1975,Tree Service,2,,
1976,Alternative Medicine Clinic,2,1.0,50.0
1977,Textile Mill,2,,
1978,Bus Station,2,,
1979,Hindu Temple,2,1.0,50.0
1980,Kitchen,2,1.0,50.0
1981,Paraguayan Restaurant,2,1.0,50.0
1982,Maserati Dealer,2,2.0,100.0
1983,Mobile Home Park,2,,
1984,Electric Vehicle Charging Station,2,,
1985,Seafood Wholesaler,2,,
1986,Sports Activity Location,2,,
1987,Designer Clothing Store,2,,
1988,University Library,2,2.0,100.0
1989,Local Government Office,2,,
1990,Racquetball Club,2,2.0,100.0
1991,Theater Production,2,,
1992,Tavern,2,1.0,50.0
1993,Futsal Court,2,,
1994,Croatian Restaurant,2,2.0,100.0
1995,Hiv Testing Center,2,,
1996,Video Karaoke,2,1.0,50.0
1997,Video Editing Service,2,,
1998,Cosmetic Products Manufacturer,2,,
1999,Garden Building Supplier,2,,
2000,Pediatric Ophthalmologist,2,,
2001,Window Cleaning Service,2,,
2002,Ferry Service,2,1.0,50.0
2003,Tea Shop,2,1.0,50.0
2004,Design Agency,2,1.0,50.0
2005,Corporate Entertainment Service,2,1.0,50.0
2006,Dry Wall Contractor,2,,
2007,Ice Hockey Club,2,,
2008,Cabaret Club,2,,
2009,Badminton Court,2,2.0,100.0
2010,Lighting Wholesaler,2,1.0,50.0
2011,Furniture Manufacturer,2,,
2012,Marble Supplier,2,2.0,100.0
2013,Camper Shell Supplier,2,1.0,50.0
2014,Katsudon Restaurant,2,,
2015,Bead Wholesaler,2,,
2016,Haberdashery,2,,
2017,E Commerce Agency,2,,
2018,Seed Supplier,2,1.0,50.0
2019,Fire Damage Restoration Service,2,,
2020,Pumpkin Patch,2,1.0,50.0
2021,Leasing Service,2,,
2022,Jewellery Manufacturer,2,,
2023,Leather Goods Supplier,2,,
2024,Mapping Service,2,1.0,50.0
2025,Clock Watch Maker,2,,
2026,Student Dormitory,2,,
2027,Pond Contractor,2,,
2028,Horseshoe Smith,2,1.0,50.0
2029,Fountain,2,1.0,50.0
2030,Emergency Training School,2,,
2031,Mehndi Designer,2,,
2032,Snooker And Pool Club,2,1.0,50.0
2033,Fair Trade Organization,2,,
2034,Chimney Services,2,,
2035,Printer Repair Service,2,,
2036,Laundry,2,1.0,50.0
2037,Investment Company,2,,
2038,Marketplace,2,2.0,100.0
2039,Blood Donation Center,2,2.0,100.0
2040,Clothing,2,,
2041,Used Game Store,2,,
2042,Steel Distributor,2,,
2043,Southern Comfort Food Restaurant,2,1.0,50.0
2044,Truss Manufacturer,2,,
2045,Catering Supplier,2,,
2046,Therapists,2,,
2047,Hall,2,,
2048,Health System,2,,
2049,Dye Store,2,,
2050,Horseback Riding Service,2,,
2051,Home Automation Company,2,,
2052,Biryani Restaurant,2,,
2053,Townhouse Complex,2,,
2054,Fertilizer Supplier,2,1.0,50.0
2055,Tutoring Service,2,1.0,50.0
2056,Amusement Ride Supplier,2,,
2057,Wholesale Market,2,2.0,100.0
2058,Bakery Equipment,2,,
2059,Stylist,2,,
2060,Chicken Hatchery,2,,
2061,Toll Road Rest Stop,2,2.0,100.0
2062,Natural Stone Supplier,2,1.0,50.0
2063,Gay Sauna,2,,
2064,Magician,2,,
2065,Deck Builder,2,,
2066,Oil Wholesaler,2,,
2067,Dating Service,2,,
2068,Clothing Wholesale Market Place,2,,
2069,Grain Elevator,2,2.0,100.0
2070,Soup Kitchen,2,1.0,50.0
2071,Security Guard Service,2,,
2072,Scientific Equipment Supplier,2,,
2073,Fireworks Supplier,2,1.0,50.0
2074,Veterans Center,2,1.0,50.0
2075,Piano Tuning Service,2,,
2076,Life Coach,2,,
2077,Radio Broadcaster,2,,
2078,Irrigation Equipment Supplier,2,2.0,100.0
2079,Salvage Dealer,2,,
2080,Wellness Centre,2,,
2081,Pet Shop,2,2.0,100.0
2082,Household Goods Wholesaler,2,,
2083,Mill,2,,
2084,Cheese Manufacturer,2,,
2085,Lapidary,2,,
2086,Heliport,2,,
2087,Home Furniture Shop,2,1.0,50.0
2088,Cruise Agency,2,1.0,50.0
2089,Wedding Souvenir Shop,2,,
2090,Design,2,1.0,50.0
2091,Horse Boarding Stable,2,2.0,100.0
2092,Adult Education School,2,,
2093,Vending Machine,2,,
2094,Financial Planner,2,1.0,50.0
2095,Youth Social Services Organization,2,,
2096,Pretzel Shop,2,,
2097,Tax Consultant,2,,
2098,Chesapeake Restaurant,2,2.0,100.0
2099,Dried Seafood Store,2,,
2100,Emergency Locksmith Service,2,,
2101,Handicraft,2,,
2102,Milk Delivery Service,2,,
2103,Food Service,2,1.0,50.0
2104,Commercial Cleaning Service,2,,
2105,Portable Toilet Supplier,2,,
2106,Air Conditioning Contractor,2,,
2107,Mercantile Development,2,1.0,50.0
2108,Beach Pavillion,2,,
2109,Tempura Restaurant,2,,
2110,State Government Office,2,,
2111,Horse Riding School,2,1.0,50.0
2112,Electronics,2,,
2113,Mechanical Plant,2,,
2114,Band,2,,
2115,Solar Energy Contractor,2,,
2116,Aged Care,2,1.0,50.0
2117,Norwegian Restaurant,2,,
