,Building ID_x,Brand_x,Shopping Center Address,City_x,State / Prov_x,Postal Code_x,Latitude_x,Longitude_x,name,address,Volume IDX,Retail IDX,Category IDX,Brand IDX,Rating,# Reviews,# Locations,Building ID_y,Brand_y,City_y,State / Prov_y,Postal Code_y,Latitude_y,Longitude_y
13,114510.0,Ross Dress for Less,Dublin Blvd. & Regional St.,Dublin,CA,94568.0,37.702554,-121.931699,Ross Dress for Less,"7886 Dublin Blvd, Dublin, CA 94568",,,,,,,,114510.0,Ross Dress for Less,Dublin,CA,94568.0,37.702554,-121.931699
14,114510.0,Ross Dress for Less,Dublin Blvd. & Regional St.,Dublin,CA,94568.0,37.702554,-121.931699,Ross Dress for Less,"7886 Dublin Blvd, Dublin, CA 94568",,,,,,,,114510.0,Michaels,Dublin,CA,94568.0,37.702554,-121.931699
15,114510.0,Michaels,Dublin Blvd. & Regional St.,Dublin,CA,94568.0,37.702554,-121.931699,Michaels,"7890 Dublin Blvd, Dublin, CA 94568",,,,,,,,114510.0,Ross Dress for Less,Dublin,CA,94568.0,37.702554,-121.931699
16,114510.0,Michaels,Dublin Blvd. & Regional St.,Dublin,CA,94568.0,37.702554,-121.931699,Michaels,"7890 Dublin Blvd, Dublin, CA 94568",,,,,,,,114510.0,Michaels,Dublin,CA,94568.0,37.702554,-121.931699
17,114550.0,Ross Dress for Less,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578.0,37.701109,-122.128801,Ross Dress for Less,"15100 Hesperian Blvd, San Leandro, CA 94578",0.89,0.8,1.0,0.83,4.1,681.0,,114550.0,Ross Dress for Less,San Leandro,CA,94578.0,37.701109,-122.128801
18,114550.0,Ross Dress for Less,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578.0,37.701109,-122.128801,Ross Dress for Less,"15100 Hesperian Blvd, San Leandro, CA 94578",0.89,0.8,1.0,0.83,4.1,681.0,,114550.0,Michaels,San Leandro,CA,94578.0,37.701109,-122.128801
19,114550.0,Ross Dress for Less,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578.0,37.701109,-122.128801,Ross Dress for Less,"15100 Hesperian Blvd, San Leandro, CA 94578",0.89,0.8,1.0,0.83,4.1,681.0,,114550.0,Dollar Tree,San Leandro,CA,94578.0,37.701109,-122.128801
20,114550.0,Michaels,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578.0,37.701109,-122.128801,Michaels,"15100 Hesperian Blvd, San Leandro, CA 94578",0.89,0.8,1.0,0.83,4.1,681.0,,114550.0,Ross Dress for Less,San Leandro,CA,94578.0,37.701109,-122.128801
21,114550.0,Michaels,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578.0,37.701109,-122.128801,Michaels,"15100 Hesperian Blvd, San Leandro, CA 94578",0.89,0.8,1.0,0.83,4.1,681.0,,114550.0,Michaels,San Leandro,CA,94578.0,37.701109,-122.128801
22,114550.0,Michaels,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578.0,37.701109,-122.128801,Michaels,"15100 Hesperian Blvd, San Leandro, CA 94578",0.89,0.8,1.0,0.83,4.1,681.0,,114550.0,Dollar Tree,San Leandro,CA,94578.0,37.701109,-122.128801
23,114550.0,Dollar Tree,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578.0,37.701109,-122.128801,Dollar Tree,"20800 Hesperian Blvd, Hayward, CA 94541",1.65,1.46,0.95,1.12,3.9,167.0,,114550.0,Ross Dress for Less,San Leandro,CA,94578.0,37.701109,-122.128801
24,114550.0,Dollar Tree,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578.0,37.701109,-122.128801,Dollar Tree,"20800 Hesperian Blvd, Hayward, CA 94541",1.65,1.46,0.95,1.12,3.9,167.0,,114550.0,Michaels,San Leandro,CA,94578.0,37.701109,-122.128801
25,114550.0,Dollar Tree,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578.0,37.701109,-122.128801,Dollar Tree,"20800 Hesperian Blvd, Hayward, CA 94541",1.65,1.46,0.95,1.12,3.9,167.0,,114550.0,Dollar Tree,San Leandro,CA,94578.0,37.701109,-122.128801
26,114090.0,Ross Dress for Less,Vista Way & El Camino Real,Oceanside,CA,92054.0,33.182274,-117.333601,Ross Dress for Less,"2505 Vista Way, Oceanside, CA 92054",0.92,0.91,1.51,1.05,4.1,595.0,,114090.0,Ross Dress for Less,Oceanside,CA,92054.0,33.182274,-117.333601
27,114090.0,Ross Dress for Less,Vista Way & El Camino Real,Oceanside,CA,92054.0,33.182274,-117.333601,Ross Dress for Less,"2505 Vista Way, Oceanside, CA 92054",0.92,0.91,1.51,1.05,4.1,595.0,,114090.0,Michaels,Oceanside,CA,92054.0,33.182274,-117.333601
28,111670.0,Ross Dress for Less,Jamacha Rd. & Fury Lane,El Cajon,CA,92019.0,32.745342,-116.930501,Ross Dress for Less,"2520 Jamacha Road, El Cajon, CA 92019",1.03,0.91,1.04,1.19,4.2,714.0,,111670.0,Ross Dress for Less,El Cajon,CA,92019.0,32.745342,-116.930501
29,111950.0,Ross Dress for Less,Poway Rd. & Midland Rd.,Poway,CA,92064.0,32.957317,-117.035491,Ross Dress for Less,"13630 Poway Rd, Poway, CA 92064",1.04,1.05,1.14,1.19,4.2,219.0,,111950.0,Ross Dress for Less,Poway,CA,92064.0,32.957316999999996,-117.035491
30,115180.0,Ross Dress for Less,NW Eastman Pkwy. & NW Division St.,Gresham,OR,97030.0,45.501705,-122.434671,Ross Dress for Less,"300 NW Eastman Pkwy, Gresham, OR 97030",0.8,0.83,0.85,0.92,3.9,762.0,,115180.0,Ross Dress for Less,Gresham,OR,97030.0,45.501705,-122.434671
31,115690.0,Ross Dress for Less,Edwards Ferry Rd. NE & Leesburg Bypass,Leesburg,VA,20176.0,39.112379,-77.534959,Ross Dress for Less,"1023 Edwards Ferry Rd NE, Leesburg, VA 20176",0.54,0.5,1.02,0.62,4.0,178.0,,115690.0,Ross Dress for Less,Leesburg,VA,20176.0,39.112379,-77.534959
32,115690.0,Ross Dress for Less,Edwards Ferry Rd. NE & Leesburg Bypass,Leesburg,VA,20176.0,39.112379,-77.534959,Ross Dress for Less,"1023 Edwards Ferry Rd NE, Leesburg, VA 20176",0.54,0.5,1.02,0.62,4.0,178.0,,115690.0,Michaels,Leesburg,VA,20176.0,39.112379,-77.534959
33,115690.0,Michaels,Edwards Ferry Rd. NE & Leesburg Bypass,Leesburg,VA,20176.0,39.112379,-77.534959,Michaels,"1019 A Edwards Ferry Rd NE, Leesburg, VA 20176",0.98,0.92,1.05,0.92,4.3,208.0,,115690.0,Ross Dress for Less,Leesburg,VA,20176.0,39.112379,-77.534959
34,115690.0,Michaels,Edwards Ferry Rd. NE & Leesburg Bypass,Leesburg,VA,20176.0,39.112379,-77.534959,Michaels,"1019 A Edwards Ferry Rd NE, Leesburg, VA 20176",0.98,0.92,1.05,0.92,4.3,208.0,,115690.0,Michaels,Leesburg,VA,20176.0,39.112379,-77.534959
35,116670.0,Ross Dress for Less,West Bell Rd. & N. 83rd Ave.,Peoria,AZ,85382.0,33.636802,-112.229581,Ross Dress for Less,"8115 W Bell Rd, Peoria, AZ 85382",0.93,1.04,1.23,1.07,4.0,829.0,,116670.0,Ross Dress for Less,Peoria,AZ,85382.0,33.636802,-112.22958100000001
36,114840.0,Ross Dress for Less,104th Ave. SE & SE 260th St.,Kent,WA,98030.0,47.367511,-122.203669,Ross Dress for Less,"26117 104th Ave SE, Kent, WA 98030",0.89,0.83,1.0,1.03,3.9,675.0,,114840.0,Ross Dress for Less,Kent,WA,98030.0,47.367511,-122.20366899999999
37,111150.0,Ross Dress for Less,Linda Mar Blvd. & Coast Hwy.,Pacifica,CA,94044.0,37.5946,-122.504,Ross Dress for Less,"1410 Linda Mar Shopping Center, Pacifica, CA 94044",0.4,0.35,1.0,0.46,4.2,211.0,,111150.0,Ross Dress for Less,Pacifica,CA,94044.0,37.5946,-122.50399999999999
38,109510.0,Ross Dress for Less,Argonaut Way & Mowry Ave.,Fremont,CA,94538.0,37.545601,-121.986774,Ross Dress for Less,"4112 Fremont Hub, Fremont, CA 94538",,,,,,,,109510.0,Ross Dress for Less,Fremont,CA,94538.0,37.545601,-121.986774
39,117500.0,Ross Dress for Less,Grand Parkway & Kuykendahl Rd.,Spring,TX,77389.0,30.0877,-95.5222,Ross Dress for Less,"6545 Spring Stuebner Rd, Spring, TX 77379",1.08,1.02,1.0,1.24,4.1,386.0,,117500.0,Ross Dress for Less,Spring,TX,77389.0,30.0877,-95.5222
40,117500.0,Ross Dress for Less,Grand Parkway & Kuykendahl Rd.,Spring,TX,77389.0,30.0877,-95.5222,Ross Dress for Less,"6545 Spring Stuebner Rd, Spring, TX 77379",1.08,1.02,1.0,1.24,4.1,386.0,,117500.0,Michaels,Spring,TX,77389.0,30.0877,-95.5222
41,117500.0,Michaels,Grand Parkway & Kuykendahl Rd.,Spring,TX,77389.0,30.0877,-95.5222,Michaels,"6545 N Grand Parkway W, #100, Spring, TX 77389",1.3,1.22,1.0,1.23,4.5,538.0,,117500.0,Ross Dress for Less,Spring,TX,77389.0,30.0877,-95.5222
42,117500.0,Michaels,Grand Parkway & Kuykendahl Rd.,Spring,TX,77389.0,30.0877,-95.5222,Michaels,"6545 N Grand Parkway W, #100, Spring, TX 77389",1.3,1.22,1.0,1.23,4.5,538.0,,117500.0,Michaels,Spring,TX,77389.0,30.0877,-95.5222
43,114350.0,Ross Dress for Less,S. Vermont Ave. & W. Slauson Ave.,Los Angeles,CA,90044.0,33.988051,-118.29041399999998,Ross Dress for Less,"5850 S Vermont Ave, Los Angeles, CA 90044",0.78,0.67,1.23,0.9,4.2,521.0,,114350.0,Ross Dress for Less,Los Angeles,CA,90044.0,33.988051,-118.29041399999998
44,117550.0,Ross Dress for Less,West Bethany Home Rd. & 19th Ave.,Phoenix,AZ,85015.0,33.52185,-112.095264,Ross Dress for Less,"1751 W Bethany Home Rd, Phoenix, AZ 85015",1.32,1.15,1.49,1.52,4.0,1444.0,,117550.0,Ross Dress for Less,Phoenix,AZ,85015.0,33.52185,-112.09526399999999
45,117550.0,Ross Dress for Less,West Bethany Home Rd. & 19th Ave.,Phoenix,AZ,85015.0,33.52185,-112.095264,Ross Dress for Less,"1751 W Bethany Home Rd, Phoenix, AZ 85015",1.32,1.15,1.49,1.52,4.0,1444.0,,117550.0,Dollar Tree,Phoenix,AZ,85015.0,33.52185,-112.09526399999999
46,100440.0,Michaels,Robert C. Daniel Pkwy. & Walton Way Ext.,Augusta,GA,30909.0,33.491988,-82.08038499999998,Michaels,"211 Robert C Daniel Jr Pkwy, Augusta, GA 30909",1.24,1.07,0.0,0.0,4.4,1045.0,,100440.0,Michaels,Augusta,GA,30909.0,33.491988,-82.08038499999999
47,100100.0,Michaels,Fairmont Pkwy. & Sam Houston Pkwy.,Pasadena,TX,77505.0,29.647346,-95.153161,Michaels,"5730 Fairmont Pkwy, Pasadena, TX 77505",1.25,1.19,1.19,1.18,4.4,918.0,,100100.0,Michaels,Pasadena,TX,77505.0,29.647346000000002,-95.153161
48,102370.0,Michaels,Northern Blvd. & Shelter Rock Rd.,Manhasset,NY,11030.0,40.7924,-73.6945,Michaels,"1350 Northern Blvd, Manhasset, NY 11030",,,,,,,,102370.0,Michaels,Manhasset,NY,11030.0,40.7924,-73.6945
49,116930.0,Ross Dress for Less,State Hwy. 249 & Lakewood Crossing Dr.,Houston,TX,77377.0,30.010307,-95.590285,Ross Dress for Less,"6610 Edwardsville Crossing Dr, Edwardsville, IL 62025",,,,,,,,116930.0,Ross Dress for Less,Houston,TX,77377.0,30.010307,-95.590285
50,113550.0,Michaels,FM 529 & Hwy. 6,Houston,TX,77084.0,29.876634000000006,-95.646313,Michaels,"6823 Hwy 6 N, Houston, TX 77084",1.26,1.2,1.02,1.18,4.4,578.0,,113550.0,Michaels,Houston,TX,77084.0,29.876634000000003,-95.646313
51,111001.0,Michaels,W. 7th St. & Carroll St.,Fort Worth,TX,76107.0,32.754133,-97.352386,Michaels,"359 Carroll St, Fort Worth, TX 76107",1.24,1.27,1.0,1.17,4.4,509.0,,111001.0,Michaels,Fort Worth,TX,76107.0,32.754133,-97.352386
52,111001.0,Michaels,W. 7th St. & Carroll St.,Fort Worth,TX,76107.0,32.754133,-97.352386,Michaels,"359 Carroll St, Fort Worth, TX 76107",1.24,1.27,1.0,1.17,4.4,509.0,,111001.0,Dollar Tree,Fort Worth,TX,76107.0,32.754133,-97.352386
53,111001.0,Dollar Tree,W. 7th St. & Carroll St.,Fort Worth,TX,76107.0,32.754133,-97.352386,Dollar Tree,"425 W Lincoln Hwy Ste 100, Carroll, IA 51401",,,,,,,,111001.0,Michaels,Fort Worth,TX,76107.0,32.754133,-97.352386
54,111001.0,Dollar Tree,W. 7th St. & Carroll St.,Fort Worth,TX,76107.0,32.754133,-97.352386,Dollar Tree,"425 W Lincoln Hwy Ste 100, Carroll, IA 51401",,,,,,,,111001.0,Dollar Tree,Fort Worth,TX,76107.0,32.754133,-97.352386
55,114460.0,Michaels,Dr. Martin Luther King Jr. Pkwy. & E. 20th St.,Chico,CA,95928.0,39.723348,-121.809376,Michaels,"2041 Dr Martin Luther King Jr Pkwy, Chico, CA 95928, United States",1.2,0.0,0.0,0.0,4.3,740.0,,114460.0,Michaels,Chico,CA,95928.0,39.723348,-121.809376
56,111100.0,Michaels,William Penn Hwy. & Mall Blvd.,Monroeville,PA,15146.0,40.436897,-79.786386,Michaels,"3759 William Penn Hwy, Monroeville, PA 15146, United States",0.96,0.96,1.0,0.9,4.3,506.0,,111100.0,Michaels,Monroeville,PA,15146.0,40.436896999999995,-79.786386
57,113760.0,Michaels,Montgomery Rd. & Long Gate Blvd.,Ellicott City,MD,21043.0,39.251594,-76.817764,Michaels,"4360 Montgomery Rd, Ellicott City, MD 21043",1.1,0.94,1.0,1.04,4.4,617.0,,113760.0,Michaels,Ellicott City,MD,21043.0,39.251594,-76.817764
58,117430.0,Michaels,213 Crossroads Blvd. ,Cary,NC,27518.0,35.761274,-78.737858,Michaels,"340 Crossroads Blvd, Cary, NC 27511",1.04,0.0,0.0,0.0,4.3,708.0,,,,,,,,
59,116650.0,Michaels,E. Cactus Rd. & N.Tatum Blvd.,Phoenix,AZ,85032.0,33.596796000000005,-111.979122,Michaels,"4727 E Cactus Rd, Phoenix, AZ 85032",0.97,0.96,1.0,0.91,4.3,561.0,,116650.0,Michaels,Phoenix,AZ,85032.0,33.596796000000005,-111.979122
60,115890.0,Michaels,W. Flagler St. & NW 82nd Ave.,Miami,FL,33144.0,25.771598,-80.330371,Michaels,"8287 W Flagler St, Miami, FL 33144",,,,,,,,115890.0,Michaels,Miami,FL,33144.0,25.771598,-80.330371
61,101260.0,CVS,Cloverdale Ave. & Miller St.,Winston-Salem,NC,27103.0,36.091031,-80.275314,CVS,"2221 Cloverdale Ave, Winston-Salem, NC 27103",1.87,0.0,0.0,0.0,3.3,29.0,,101260.0,CVS,Winston-Salem,NC,27103.0,36.091031,-80.275314
62,110390.0,CVS,Old Keen Mill Rd. & Lee Chapel Rd.,Burke,VA,22015.0,38.777992,-77.274537,CVS,"9582 Old Keene Mill Rd, Burke, VA 22015",,,,,,,,110390.0,CVS,Burke,VA,22015.0,38.777992,-77.274537
63,114160.0,CVS,McBean Pkwy. & Arroyo Park Dr.,Valencia,CA,91355.0,34.403946999999995,-118.55141,CVS,"25880 McBean Pkwy, Valencia, CA 91355",1.91,2.11,1.1,0.0,4.1,24.0,,114160.0,CVS,Valencia,CA,91355.0,34.403946999999995,-118.55141
64,101330.0,CVS,E. 10th St. & Linwood Ave.,Indianapolis,IN,46201.0,39.780222,-86.094207,CVS,"4401 E 10th St, Indianapolis, IN 46201",,,,,,,,101330.0,CVS,Indianapolis,IN,46201.0,39.780221999999995,-86.094207
65,116030.0,CVS,Vista Blvd. & N. D'Andrea Pkwy.,Sparks,NV,89434.0,39.556628,-119.70426,CVS,"2878 Vista Blvd, Sparks, NV 89434",1.59,1.7,0.0,0.0,2.5,26.0,,116030.0,CVS,Sparks,NV,89434.0,39.556628,-119.70426
66,114210.0,CVS,Rosecrans St. & Midway Dr.,San Diego,CA,92110.0,32.747968,-117.205594,CVS,"3327 Rosecrans Street Rosecrans And, Midway Dr, San Diego, CA 92110",1.78,1.68,0.9,1.0,3.0,20.0,,114210.0,CVS,San Diego,CA,92110.0,32.747968,-117.20559399999999
67,114420.0,CVS,Fremont Blvd. & Tamoyo St.,Fremont,CA,94536.0,37.567536,-122.024314,CVS,"35720 Fremont Blvd, Fremont, CA 94536",1.65,1.59,0.85,0.93,2.5,43.0,,114420.0,CVS,Fremont,CA,94536.0,37.567536,-122.02431399999999
68,105510.0,CVS,Rosecrans Ave. & La Mirada Blvd.,La Mirada,CA,90638.0,33.8973,-118.0069,CVS,"15210 East Rosecrans Ave, La Mirada, CA 90638",2.27,1.89,1.24,1.28,4.0,29.0,,105510.0,CVS,La Mirada,CA,90638.0,33.8973,-118.0069
69,115920.0,CVS,N. Broadway & Market St.,Jericho,NY,11753.0,40.788743,-73.534903,CVS,"1830 N Broadway, Santa Maria, CA 93454",1.83,4.75,0.0,0.0,3.4,21.0,,115920.0,CVS,Jericho,NY,11753.0,40.788743,-73.534903
70,117670.0,Michaels,N. Hayden Island Dr. & N. Center Ave.,Portland,OR,97217.0,45.612996,-122.685539,Michaels,,,,,,,,,117670.0,Michaels,Portland,OR,97217.0,45.612996,-122.68553899999999
71,117070.0,Dollar Tree,Lawrenceville Suwanee Rd. & Walther Blvd.,Lawrenceville,GA,30043.0,33.970529,-84.01674799999998,Dollar Tree,,,,,,,,,117070.0,Dollar Tree,Lawrenceville,GA,30043.0,33.970529,-84.01674799999999
72,117280.0,CVS,Linden St. & Main St.,Waltham,MA,2452.0,42.37828,-71.22384100000002,CVS,"188 Linden St, Wellesley, MA 02482",1.44,1.78,1.13,0.81,3.6,14.0,,117280.0,CVS,Waltham,MA,2452.0,42.37828,-71.22384100000001
73,116660.0,CVS,W. Bell Rd. & N. Webb Blvd.,Sun City,AZ,85373.0,33.63848,-112.291265,CVS,"10720 W Bell Rd, Sun City, AZ 85351",1.5,1.4,0.93,0.84,2.8,28.0,,116660.0,CVS,Sun City,AZ,85373.0,33.63848,-112.291265
74,117330.0,CVS,Paradise Rd. & Vinnin St.,Swampscott,MA,1907.0,42.481697,-70.901572,CVS,"4490 Paradise Rd, Las Vegas, NV 89109",1.99,1.55,1.23,1.12,3.2,60.0,,117330.0,CVS,Swampscott,MA,1907.0,42.481697,-70.901572
75,101710.0,Dollar Tree,Bee Ridge Rd. & Tuttle Ave.,Sarasota,FL,34239.0,27.299,-82.5145,Dollar Tree,"3660 S Tuttle Ave, Sarasota, FL 34239",1.69,1.87,0.0,0.0,4.2,135.0,,101710.0,Dollar Tree,Sarasota,FL,34239.0,27.299,-82.5145
76,101730.0,Dollar Tree,Fort Meade Rd.  & Irving St.,Laurel,MD,20707.0,39.096121,-76.83969,Dollar Tree,"9620 Fort Meade Rd, Laurel, MD 20707",1.39,1.54,1.13,0.95,3.5,280.0,,,,,,,,
77,100160.0,Dollar Tree,Chapel Hill Blvd. & I-40,Durham,NC,27707.0,35.9533,-78.9971,Dollar Tree,"1800 E Franklin St Ste 17, Chapel Hill, NC 27514",,,,,,,,100160.0,Michaels,Durham,NC,27707.0,35.9533,-78.9971
78,100160.0,Dollar Tree,Chapel Hill Blvd. & I-40,Durham,NC,27707.0,35.9533,-78.9971,Dollar Tree,"1800 E Franklin St Ste 17, Chapel Hill, NC 27514",,,,,,,,100160.0,Dollar Tree,Durham,NC,27707.0,35.9533,-78.9971
79,103890.0,Dollar Tree,Second St. Pike & Bustleton Pike,Richboro,PA,18954.0,40.208427,-75.01263900000002,Dollar Tree,"800 Bustleton Pike, Richboro, PA 18954",,,,,,,,103890.0,Dollar Tree,Richboro,PA,18954.0,40.208427,-75.01263900000001
80,114340.0,Michaels,Irvine Blvd. & Newport Ave.,Tustin,CA,92780.0,33.747331,-117.80955,Michaels,"1212 Irvine Blvd, Tustin, CA 92780",,,,,,,,114340.0,Michaels,Tustin,CA,92780.0,33.747331,-117.80955
81,114080.0,CVS,W. El Norte Pkwy. & Centre City Pkwy.,Escondido,CA,92026.0,33.142977,-117.094514,CVS,"318 W El Norte Pkwy, Escondido, CA 92026",2.55,1.96,1.0,1.44,2.4,57.0,,114080.0,CVS,Escondido,CA,92026.0,33.142977,-117.09451399999999
82,105530.0,Dollar Tree,N. Peoria Ave. & I-17,Phoenix,AZ,85029.0,33.5833,-112.1185,Dollar Tree,"4523 N Peoria Ave, Tulsa, OK 74106",1.7,0.0,0.0,0.0,4.4,23.0,,105530.0,Dollar Tree,Phoenix,AZ,85029.0,33.5833,-112.1185
83,103800.0,Dollar Tree,South Blvd. & Tyvola Rd.,Charlotte,NC,28210.0,35.162605,-80.874662,Dollar Tree,"5409 South Blvd, Charlotte, NC 28217",1.43,1.35,1.06,0.97,4.1,139.0,,103800.0,Dollar Tree,Charlotte,NC,28210.0,35.162605,-80.874662
84,105000.0,Dollar Tree,Dixwell Ave. & Skiff St. Ext.,Hamden,CT,6514.0,41.3742,-72.9163,Dollar Tree,"2300 Dixwell Ave, Hamden, CT 06514",1.39,1.43,0.98,0.0,3.1,85.0,,105000.0,Dollar Tree,Hamden,CT,6514.0,41.3742,-72.9163
85,106470.0,Dollar Tree,40th St. & Chandler Blvd.,Phoenix,AZ,85048.0,33.303867,-111.99558799999998,Dollar Tree,"4005 E Chandler Blvd, Phoenix, AZ 85048",,,,,,,,106470.0,Dollar Tree,Phoenix,AZ,85048.0,33.303867,-111.99558799999998
86,109150.0,Dollar Tree,Prince William Pkwy. & Smoketown Rd.,Woodbridge,VA,22192.0,38.649873,-77.294831,Dollar Tree,"13345 Worth Ave, Woodbridge, VA 22192",1.24,1.14,0.96,0.84,4.2,335.0,,109150.0,Dollar Tree,Woodbridge,VA,22192.0,38.649873,-77.294831
87,117370.0,CVS,Belmont Ave. & Ormond St.,Springfield,MA,1108.0,42.086075,-72.555672,CVS,"615 Belmont Ave, Springfield, MA 01108",2.54,4.07,0.0,0.0,3.2,30.0,,117370.0,CVS,Springfield,MA,1108.0,42.086075,-72.555672
88,114250.0,Dollar Tree,Marron Rd. & Jefferson St.,Carlsbad,CA,92008.0,33.177856,-117.33846,Dollar Tree,"1838 Marron Rd E, Carlsbad, CA 92008",1.73,1.76,1.07,1.17,4.2,81.0,,114250.0,Dollar Tree,Carlsbad,CA,92008.0,33.177856,-117.33846000000001
89,113370.0,CVS,Horsham Rd. & Dresher Rd.,Horsham,PA,19044.0,40.181852,-75.13375,CVS,"101 Easton Rd Suite 200, Horsham, PA 19044",1.74,1.62,0.99,0.98,2.4,34.0,,113370.0,CVS,Horsham,PA,19044.0,40.181852,-75.13375
90,102030.0,CVS,US 1 & Campbell Dr.,Homestead,FL,33030.0,25.4785,-80.4629,CVS,"260 South, US-1, Tequesta, FL 33469",1.97,2.07,1.01,0.0,3.1,18.0,,102030.0,CVS,Homestead,FL,33030.0,25.4785,-80.4629
91,114820.0,Dollar Tree,Auburn Way N. & 15th St. NE,Auburn,WA,98002.0,47.319779,-122.222966,Dollar Tree,"1241 Auburn Way N, Auburn, WA 98002, United States",1.31,1.19,0.89,0.89,3.7,193.0,,114820.0,Dollar Tree,Auburn,WA,98002.0,47.319779,-122.22296599999999
